Sender,Reciever,Timestamp,Title,Category,Parent,Description,CommentID,DiscussionID
176,362,9/30/13,"Jamie Burgess - Coordinator of Online Learning - Avondale, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",106,32
303,176,10/20/13,"Jamie Burgess - Coordinator of Online Learning - Avondale, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1150,32
482,176,10/21/13,"Jamie Burgess - Coordinator of Online Learning - Avondale, AZ",Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1197,32
307,90,9/29/13,Christina Durbin - DC,Introductions,Group A-L,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",49,33
70,158,9/29/13,Isaac Asimov video,Unit 1 Resources,Group O-Z,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",51,34
272,158,9/30/13,Isaac Asimov video,Unit 1 Resources,Group O-Z,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",144,34
393,158,10/2/13,Isaac Asimov video,Unit 1 Resources,Group O-Z,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",344,34
384,158,10/3/13,Isaac Asimov video,Unit 1 Resources,Group O-Z,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",387,34
369,158,10/6/13,Isaac Asimov video,Unit 1 Resources,Group O-Z,"Which of the resources did you find most useful, and why?  What other resources would you suggest?",568,34
127,178,9/30/13,"Jana Jenkins - Technology Teacher 6-8 - Euclid, OH",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",53,35
302,381,9/30/13,Hello from Sant Bani School - Central New Hampshire and our Team!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",55,36
302,329,9/30/13,Hello from NC!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",56,37
158,309,10/1/13,Hello from NC!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",257,37
302,455,9/30/13,Greetings from the great Southwest!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",57,38
158,455,9/30/13,Greetings from the great Southwest!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",66,38
455,158,9/30/13,Greetings from the great Southwest!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",76,38
152,455,10/3/13,Greetings from the great Southwest!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",401,38
151,455,10/3/13,Greetings from the great Southwest!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",407,38
68,455,10/8/13,Greetings from the great Southwest!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",753,38
455,68,10/16/13,Greetings from the great Southwest!,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",1055,38
302,348,9/30/13,Greetings from MD,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",58,39
481,348,10/4/13,Greetings from MD,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",439,39
186,348,10/6/13,Greetings from MD,Introductions,Group M-N,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",609,39
302,112,9/30/13,"Dawn Casey-Rowe, Rhode Island",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",60,40
158,112,9/30/13,"Dawn Casey-Rowe, Rhode Island",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",70,40
302,454,9/30/13,"Suzanne Cole - Technology Integration Specialist, South Middle School, Martinsburg, WV",Introductions,Group O-Z,"Please introduce yourself by sharing your location, role, background and interests related to digital learning.",61,41
